id,demographics_1,demographics_2,demographics_3,company_1,company_2,company_3,demographics_4,demographics_5,remote_work_time_1,remote_work_time_2,remote_work_time_3,remote_work_time_4,remote_work_time_5,remote_policy_1,split_work_day_1,split_work_day_2,split_work_day_3,remote_policy_2,remote_policy_3,remote_policy_4,remote_policy_5,remote_policy_6,remote_policy_7,remote_policy_8,remote_culture_1,remote_culture_2,remote_culture_3,remote_culture_4,remote_culture_5,remote_culture_6,remote_culture_7,remote_culture_8,remote_culture_9,remote_culture_10,remote_culture_11,remote_culture_12,use_of_time_onsite_1,use_of_time_onsite_2,use_of_time_onsite_3,use_of_time_onsite_4,use_of_time_onsite_5,use_of_time_remote_1,use_of_time_remote_2,use_of_time_remote_3,use_of_time_remote_4,use_of_time_remote_5,compensation_hypothetical_1,compensation_hypothetical_2,barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_7,barriers_8,barriers_9,barriers_10,barriers_11,barriers_12,barriers_13,barriers_14,barriers_15,barriers_16,remote_personal_behavior_1,remote_personal_behavior_2,remote_personal_behavior_3,remote_management_1,remote_management_2,remote_management_3,remote_management_4,remote_management_5,remote_management_6,remote_management_7,remote_management_8,remote_management_9,remote_management_10,remote_management_11,productivity_1,remote_management_12
52,41,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,I am a sole trader/owner-operator,Couple with dependent children,1,50,50,50,50,50,0,0,NA,NA,No,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,My direct manger(s),0,0,0,10.0,2.0,2.0,2.0,8.0,8.0,2.0,2.0,4.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
53,40,Male,More than 5 years,Financial and Insurance,Professionals - ICT Professionals,Between 20 and 199,Couple with dependent children,1,70,70,70,80,80,1,1,80,80,Yes,20,1,0,1,0,1,0,1,1,0,0,-1,1,1,They are about the same,1,1,1,2.0,8.0,3.0,4.0,7.0,0.0,9.0,4.0,4.0,7.0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,Yes,-1,1,0,1,0,0,1,0,1,50,50
54,44,Female,More than 5 years,Arts and Recreation,Professionals - Arts and Media Professionals,Between 1 and 4,Couple with dependent children,0,100,100,100,100,100,0,0,NA,NA,No,NA,2,2,2,0,2,2,2,2,2,2,-2,2,2,They are about the same,2,0,0,0.0,9.0,4.0,4.0,7.0,0.0,9.0,4.0,4.0,7.0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
55,40,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with dependent children,1,30,20,10,20,20,1,1,20,20,Yes,30,1,1,2,2,2,1,2,2,1,2,1,2,2,Senior leadership,1,2,2,2.0,8.0,3.0,3.0,8.0,2.0,8.0,2.0,4.0,8.0,1,0.6,2,1,0,1,2,1,0,1,2,1,0,0,1,0,0,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
56,59,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,Couple with no dependent children,1,100,50,90,70,70,1,0,NA,NA,No,NA,2,2,2,-1,2,0,2,1,2,2,-1,-1,1,They are about the same,0,1,1,2.0,8.0,2.0,4.0,8.0,0.0,9.0,3.0,4.0,8.0,0,NA,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
57,43,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Couple with dependent children,1,40,90,80,40,80,1,1,80,90,Yes,80,1,2,2,2,2,2,1,2,2,2,2,1,2,Senior leadership,2,2,1,3.0,7.0,4.0,3.0,7.0,3.0,7.0,3.0,4.0,7.0,1,0.8,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,1,Yes,2,2,2,1,1,2,2,1,2,50,50
58,41,Female,Between 1 and 5 years,Retail Trade,Managers - Specialist Managers,Between 20 and 199,One parent family with dependent children,1,50,50,50,60,60,1,1,60,70,Yes,70,2,0,1,1,1,2,1,0,2,1,-2,1,1,My direct manger(s),2,0,2,3.0,7.0,5.0,2.0,7.0,1.0,6.0,5.0,3.0,9.0,0,NA,1,2,1,0,-2,-1,-2,-1,0,0,0,1,1,2,-1,2,0,2,1,1,Yes,0,1,2,1,0,-1,1,1,2,30,30
59,34,Male,Between 6 and 12 months,Retail Trade,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,Between 5 and 19,Multiple family household,1,40,40,30,60,40,1,1,70,30,Yes,30,0,1,1,1,1,0,1,0,1,1,-1,-1,-1,My direct manger(s),1,0,-1,2.0,8.0,4.0,4.0,6.0,1.0,9.0,4.0,4.0,6.0,0,NA,2,-2,0,-1,-2,0,-1,-2,-1,-2,1,0,-2,-1,-2,-1,-1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
60,49,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,Couple with dependent children,1,80,80,80,80,80,1,1,80,80,Yes,20,1,-1,-1,0,0,1,2,2,2,1,-1,0,1,They are about the same,1,1,0,3.0,8.0,3.0,2.0,8.0,0.0,9.0,4.0,3.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
61,36,Male,More than 5 years,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with dependent children,1,50,50,20,20,20,1,1,50,20,No,NA,2,2,2,0,2,1,2,1,1,1,-2,0,2,They are about the same,2,2,2,1.0,8.0,3.0,5.0,7.0,0.0,8.0,3.0,4.0,9.0,0,NA,1,1,2,0,0,0,0,-2,0,0,0,0,0,0,0,0,2,2,1,1,Yes,0,1,1,2,2,1,2,2,2,50,50
62,57,Male,Between 1 and 5 years,Other Services,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,1,90,80,50,50,40,1,1,10,5,No,NA,2,2,2,2,2,2,2,2,2,2,-1,1,0,They are about the same,1,1,2,2.0,9.0,2.0,3.0,8.0,2.0,9.0,3.0,2.0,8.0,0,NA,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,1,-1,0,-1,2,1,Yes,2,1,0,0,0,-1,1,0,1,0,0
63,60,Female,More than 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",I am a sole trader/owner-operator,Couple with no dependent children,0,100,100,100,100,100,0,1,100,100,Yes,100,2,2,2,0,2,2,2,2,2,2,-2,0,2,They are about the same,2,2,2,0.0,3.0,4.0,6.0,11.0,0.0,4.0,3.0,6.0,11.0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
64,58,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Couple with no dependent children,1,5,5,0,0,0,0,0,NA,NA,No,NA,2,0,1,-2,2,1,1,0,0,-1,0,1,2,Senior leadership,1,1,2,2.0,8.0,2.0,4.0,8.0,0.5,10.0,2.0,3.5,8.0,0,NA,0,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-2,-2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50,NA
65,29,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Single person,1,90,80,90,80,80,1,1,10,10,Yes,10,1,1,1,1,2,0,2,1,1,1,0,0,0,They are about the same,1,1,1,1.5,7.5,2.0,5.0,8.0,0.0,7.5,2.0,6.5,8.0,0,NA,1,1,1,1,0,1,-1,1,-1,-1,-1,1,0,1,0,-1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
66,40,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,Group household,1,80,80,40,60,20,1,1,20,50,No,NA,0,-1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,They are about the same,0,0,0,2.0,8.0,4.0,3.0,7.0,0.5,7.0,5.0,4.5,7.0,1,0.1,1,0,0,0,0,1,-1,1,1,1,0,0,-1,0,1,1,1,-1,1,1,Yes,1,1,1,0,1,-1,1,0,1,-20,-20
67,60,Male,More than 5 years,"Rental, Hiring and Real Estate","Managers - Chief Executives, General Managers and Legislators",I am a sole trader/owner-operator,Couple with no dependent children,0,10,20,30,30,60,0,1,40,90,Yes,20,0,1,1,0,1,0,1,1,1,0,0,1,0,They are about the same,1,1,1,1.0,5.0,5.0,5.0,8.0,0.0,6.0,6.0,5.0,7.0,0,NA,2,2,1,0,1,1,0,0,1,0,1,1,1,1,1,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
68,31,Female,Between 1 and 5 years,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",Between 5 and 19,Couple with no dependent children,1,70,70,50,50,50,1,1,50,50,Yes,60,1,0,0,2,1,2,1,1,1,1,-1,1,1,They are about the same,-1,0,0,2.5,8.0,2.0,4.0,7.5,1.5,8.0,3.0,4.0,7.5,0,NA,1,0,0,1,0,0,-1,-1,0,-1,0,-1,1,0,1,0,1,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
69,26,Female,Between 6 and 12 months,Public Administration and Safety,Professionals - Education Professionals,More than 200,Multiple family household,1,100,90,90,90,60,1,0,NA,NA,No,NA,1,0,-1,1,1,-1,-1,-2,-2,-1,0,-1,1,My direct manger(s),0,0,1,3.0,8.0,1.0,4.0,8.0,0.5,8.0,1.5,5.0,9.0,1,0.05,1,1,1,0,0,0,-1,0,0,0,-1,0,0,0,0,1,2,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
70,47,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Couple with dependent children,1,100,100,100,100,80,1,0,NA,NA,Unsure,NA,1,1,1,1,1,2,2,2,2,2,0,0,0,They are about the same,0,0,1,2.0,9.0,3.0,2.0,8.0,0.5,10.5,3.0,2.0,8.0,0,NA,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
71,60,Male,More than 5 years,"Agriculture, Forestry and Fishing",Technicians and trades workers - Skilled Animal and Horticultural Workers,Between 20 and 199,Couple with dependent children,0,20,30,20,30,20,0,0,NA,NA,Yes,20,1,1,1,0,1,1,0,1,1,1,0,0,1,They are about the same,0,1,0,2.0,8.0,0.0,5.0,9.0,6.0,8.0,4.0,3.0,3.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,Yes,1,1,1,2,1,1,1,1,1,0,0
72,53,Female,More than 5 years,Education and Training,Professionals - Education Professionals,Between 1 and 4,Couple with no dependent children,0,0,0,0,0,0,0,0,NA,NA,Yes,100,2,-2,-2,2,2,-2,-2,0,-2,0,-2,0,0,They are about the same,0,0,0,2.5,9.0,1.5,4.0,7.0,0.0,2.0,2.0,13.0,7.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,Yes,2,2,-2,0,-2,0,0,0,-2,0,0
73,41,Male,Between 1 and 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",Between 20 and 199,Couple with dependent children,1,30,30,20,20,50,1,0,NA,NA,Yes,20,0,1,1,1,1,0,0,0,1,2,1,0,1,My direct manger(s),1,0,1,0.0,7.8,8.0,7.0,9.0,5.0,0.0,5.0,14.0,0.0,1,0.5,-1,1,1,1,2,1,1,1,0,1,0,2,1,-1,0,1,0,0,1,1,Yes,1,-1,2,1,1,1,1,2,1,30,30
74,40,Male,Between 6 and 12 months,Public Administration and Safety,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,Couple with dependent children,1,60,40,60,60,40,1,1,60,60,Yes,40,2,2,2,1,2,2,2,2,2,1,-1,-2,0,They are about the same,0,0,0,2.0,8.0,3.0,4.0,7.0,1.0,9.0,4.0,3.0,7.0,1,0.05,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
75,36,Female,More than 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Couple with dependent children,1,30,100,20,70,70,1,1,30,70,Yes,100,-2,-2,-1,1,-1,-1,1,-2,-2,2,1,-2,1,My direct manger(s),-2,-2,-2,3.5,8.0,4.0,2.5,6.0,0.5,8.5,4.0,5.0,6.0,0,NA,-1,0,2,0,0,0,0,-1,0,0,-2,0,-1,0,0,-1,2,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
76,40,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Couple with dependent children,1,100,100,100,100,100,1,1,100,100,No,NA,2,2,2,2,1,1,1,2,1,1,-1,0,1,My direct manger(s),1,0,1,2.5,8.0,3.0,1.0,9.5,0.0,8.0,4.0,2.0,10.0,0,NA,1,1,1,0,-1,0,0,0,0,-1,0,1,0,0,-1,0,0,0,-1,1,Yes,-1,1,0,0,0,1,0,1,0,-10,-10
77,44,Male,More than 5 years,Public Administration and Safety,Professionals - ICT Professionals,More than 200,Other one family household,1,100,100,100,100,80,1,1,5,5,No,NA,1,0,0,0,1,1,0,0,0,0,0,1,1,My direct manger(s),1,0,0,2.0,8.0,2.0,5.0,7.0,0.5,9.0,2.5,5.0,7.0,0,NA,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
78,50,Male,Between 6 and 12 months,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Couple with dependent children,1,90,90,80,80,70,0,0,NA,NA,No,NA,2,2,2,2,2,1,1,1,1,1,0,1,2,They are about the same,0,0,0,1.0,8.0,0.0,9.0,6.0,2.0,8.0,4.0,4.0,6.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,1,1,1,1,1,1,1,1,1,0,0
79,43,Female,Between 1 and 5 years,Health Care and Social Assistance,Clerical and administrative workers - Office Managers and Program Administrators,Between 20 and 199,Other one family household,1,40,40,40,60,60,1,1,100,100,No,NA,2,-2,2,0,2,1,2,-1,2,2,-2,1,0,My direct manger(s),-1,-1,-1,3.0,9.0,1.0,4.0,7.0,0.5,9.0,1.5,5.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,1,Yes,-2,2,2,2,2,0,1,1,1,50,50
80,64,Female,More than 5 years,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,Between 5 and 19,Other one family household,1,20,0,5,0,0,1,0,NA,NA,Yes,5,0,1,1,-1,-1,-1,-1,-2,-1,-2,0,1,0,They are about the same,-2,-1,-1,1.0,7.0,3.0,6.0,7.0,2.0,7.0,4.0,4.0,7.0,0,NA,-1,-2,-2,-2,-2,-2,-1,0,-2,1,0,-1,-2,0,-1,0,-1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
81,43,Female,Between 1 and 5 years,Financial and Insurance,Professionals - Health Professionals,More than 200,Single person,1,50,60,50,50,30,0,1,70,60,No,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,They are about the same,0,0,0,0.0,20.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,8.0,0,NA,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
82,51,Female,Between 6 and 12 months,"Rental, Hiring and Real Estate",Managers - Specialist Managers,Between 20 and 199,Group household,1,40,100,80,100,100,0,0,NA,NA,Unsure,NA,1,2,1,0,-1,0,0,-1,0,1,-1,1,2,They are about the same,0,0,0,6.0,9.0,2.0,2.0,5.0,0.0,12.0,2.0,2.0,8.0,0,NA,1,1,-1,0,0,1,0,1,0,1,0,1,-1,0,0,0,2,2,-2,1,Yes,0,2,1,2,0,1,1,1,2,50,50
83,56,Male,More than 5 years,"Transport, Postal and Warehousing",Clerical and administrative workers - General Clerical Workers,More than 200,Single person,1,5,0,5,0,0,1,1,5,5,No,NA,1,1,1,1,1,1,1,1,1,1,-2,0,1,They are about the same,1,1,1,1.0,12.0,2.0,1.0,8.0,0.5,12.0,2.0,1.5,8.0,0,NA,0,0,-1,-2,-2,-1,-1,-1,0,0,0,0,0,0,0,0,-2,-2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
84,45,Female,More than 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Single person,1,5,5,30,30,30,0,1,30,30,No,NA,0,0,1,2,0,-2,1,-1,1,0,-1,-1,-1,They are about the same,-2,-1,1,3.0,12.0,1.0,2.0,6.0,1.5,12.0,1.0,2.5,7.0,1,0.1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,2,0,0,-1,1,-1,1,1,0,30,30
85,64,Male,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",I am a sole trader/owner-operator,Couple with dependent children,1,80,50,70,50,50,0,1,30,20,No,NA,2,2,2,2,2,0,2,2,2,2,-2,1,2,Senior leadership,-1,0,0,1.0,7.0,2.0,6.0,8.0,0.0,7.0,3.0,6.0,8.0,1,0.15,0,0,0,0,0,-1,0,2,0,-1,1,-1,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
86,35,Female,Between 1 and 5 years,Public Administration and Safety,Managers - Specialist Managers,More than 200,Couple with dependent children,0,50,50,10,40,40,1,1,5,40,Yes,100,-2,-2,-2,-2,-2,-1,2,1,-2,2,2,-1,1,They are about the same,-2,-2,-1,1.0,8.5,6.0,2.0,6.5,0.0,8.0,6.0,3.0,7.0,0,NA,0,0,1,1,0,0,-1,-1,0,0,0,0,-2,0,0,0,0,-1,0,1,Yes,1,2,0,1,1,-1,2,1,0,0,0
87,35,Female,Between 1 and 5 years,"Rental, Hiring and Real Estate",Professionals - Education Professionals,Between 20 and 199,Couple with no dependent children,1,40,10,20,30,20,1,1,50,50,Unsure,NA,1,0,1,2,1,1,1,2,2,1,1,0,1,Senior leadership,1,1,2,3.0,7.0,3.0,5.0,6.0,1.0,7.0,5.0,5.0,6.0,1,0.04,1,1,0,1,1,0,2,2,1,2,1,1,0,1,2,0,1,0,1,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10
88,30,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with dependent children,1,90,80,100,80,60,0,0,NA,NA,Unsure,NA,0,0,1,2,0,0,1,-1,2,1,0,1,0,They are about the same,1,1,1,0.5,10.0,3.0,2.0,8.5,0.0,12.0,2.0,2.0,8.0,1,0.1,0,-1,-1,-1,0,-1,-2,0,0,0,-2,-2,0,-1,-1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
89,56,Male,More than 5 years,Construction,Technicians and trades workers - Construction Trades Workers,Between 5 and 19,Couple with dependent children,1,90,100,90,70,80,1,0,NA,NA,No,NA,2,0,-2,-2,2,2,0,1,2,2,-2,-2,2,Senior leadership,1,1,1,3.0,7.0,2.0,3.0,9.0,0.0,9.0,3.0,3.0,9.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
90,49,Male,More than 5 years,Education and Training,Managers - Specialist Managers,Between 1 and 4,Couple with dependent children,0,10,5,0,0,10,1,0,NA,NA,No,NA,0,1,1,0,0,-1,-1,-1,1,-1,-1,0,0,They are about the same,0,0,0,1.0,6.0,5.0,6.0,6.0,1.0,6.0,5.0,6.0,6.0,0,NA,0,0,0,0,-2,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
91,59,Female,Between 1 and 5 years,Manufacturing,Managers - Specialist Managers,More than 200,Couple with no dependent children,0,0,0,0,0,0,0,0,NA,NA,Yes,100,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,2,-2,-2,They are about the same,-2,-2,-2,1.0,12.0,4.0,0.0,7.0,0.0,8.0,8.0,0.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,2,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
92,28,Female,Between 6 and 12 months,Wholesale Trade,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,Couple with no dependent children,1,20,50,30,50,50,1,1,50,30,No,NA,1,0,0,-1,0,0,0,0,0,0,0,0,1,My direct manger(s),0,0,0,5.0,5.0,5.0,9.0,7.4,2.0,10.0,2.0,2.0,8.0,1,0.1,-1,-1,0,-1,-1,-2,0,-2,-1,-1,-2,-1,-2,-1,-2,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
93,48,Male,More than 5 years,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",More than 200,Single person,1,50,20,20,40,30,1,1,40,40,Yes,60,-1,1,0,1,1,1,1,2,1,0,0,0,1,They are about the same,1,1,1,2.0,8.0,1.0,7.0,6.0,0.0,8.0,1.0,8.0,7.0,0,NA,-1,-1,-1,-1,0,0,-2,-1,0,1,0,-1,-2,-1,-1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
94,38,Male,Between 6 and 12 months,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,Couple with dependent children,1,70,70,70,70,70,1,1,70,70,Yes,70,1,0,1,1,2,1,1,0,1,1,1,0,1,My direct manger(s),1,0,1,4.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,1,0.8,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,Yes,0,0,1,1,1,1,1,1,1,0,0
95,55,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,Single person,1,100,100,100,80,80,0,1,100,80,No,NA,1,2,2,-2,2,2,0,2,2,1,1,-2,2,Senior leadership,2,0,2,0.0,10.0,2.0,4.0,8.0,0.0,10.0,3.0,3.0,8.0,0,NA,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
96,31,Female,Between 1 and 5 years,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",Between 20 and 199,Couple with dependent children,1,20,10,10,20,5,1,1,5,10,Yes,40,2,2,2,2,2,2,1,1,1,1,-1,1,1,Senior leadership,-1,1,-1,1.0,8.0,3.0,4.0,8.0,0.0,8.0,4.0,4.0,8.0,0,NA,1,-1,0,-1,-1,-1,-2,1,0,-2,-1,-1,-1,1,0,1,1,-1,2,1,Yes,1,1,1,1,2,-1,1,1,2,-10,-10
97,26,Female,Between 1 and 5 years,Administrative and Support,Managers - Farmers and Farm Managers,Between 20 and 199,One parent family with dependent children,1,20,10,20,20,10,1,1,30,5,Yes,40,1,0,1,-1,-1,-2,-1,0,-1,-2,0,-1,1,My direct manger(s),1,0,-1,5.0,6.0,2.0,5.0,6.0,5.0,6.0,7.0,3.0,3.0,0,NA,1,-1,1,-2,1,-1,0,1,1,1,-2,-1,-1,1,0,0,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA
98,64,Female,Between 1 and 5 years,Accommodation and Food,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Couple with no dependent children,0,50,80,40,80,50,1,1,5,5,Yes,20,2,2,2,0,1,1,2,0,2,1,-2,1,1,Senior leadership,0,1,0,1.5,7.0,1.5,6.0,8.0,0.0,6.0,4.0,6.0,8.0,1,0.05,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,2,0,1,Yes,1,0,0,1,2,2,2,2,1,50,50
99,51,Male,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Couple with dependent children,1,70,60,60,60,70,1,1,60,60,Yes,70,0,0,1,-1,0,0,0,0,1,1,2,2,0,Senior leadership,1,2,1,1.0,9.0,3.0,3.0,8.0,2.0,10.0,2.0,1.0,9.0,0,NA,1,1,0,2,0,1,2,0,2,2,-1,0,0,1,1,0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
100,41,Male,More than 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",More than 200,Couple with dependent children,1,50,40,30,20,30,1,1,30,30,Yes,20,2,0,1,2,1,1,0,2,2,1,2,0,0,My direct manger(s),2,0,1,6.0,4.0,4.0,4.0,6.0,2.5,2.5,5.0,6.0,8.0,0,NA,1,0,1,1,2,1,2,1,0,2,1,2,1,1,0,2,1,0,2,1,Yes,1,0,2,2,0,1,1,2,0,10,10
101,43,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,Between 5 and 19,Couple with dependent children,1,60,60,70,70,70,0,1,70,70,Unsure,NA,1,2,1,0,1,1,0,1,2,1,2,1,2,They are about the same,1,1,2,2.0,6.0,5.0,3.0,8.0,3.0,6.0,5.0,3.0,7.0,0,NA,1,0,1,-2,0,1,0,1,0,1,0,1,1,2,0,1,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
102,24,Female,Between 1 and 5 years,"Electricity, Gas, Water and Waste",Community and personal service workers - Hospitality Workers,Between 1 and 4,Couple with dependent children,1,40,30,50,40,40,1,1,50,30,No,NA,-1,-2,-2,-1,1,-2,0,-1,0,-1,-1,0,2,Senior leadership,0,1,-1,2.0,6.0,2.0,6.0,8.0,4.0,8.0,2.0,4.0,6.0,1,0.2,-2,-2,0,0,0,-2,-2,-1,0,0,-2,0,-1,-2,-2,-1,-1,-2,-2,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10
103,45,Female,More than 5 years,Other Services,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,Couple with no dependent children,1,100,100,100,100,60,1,0,NA,NA,No,NA,2,1,1,2,1,2,1,1,2,1,0,-2,1,They are about the same,1,1,1,1.0,8.0,3.0,3.0,9.0,0.0,6.0,4.0,4.0,10.0,1,0.15,0,0,0,0,0,-1,-1,0,1,0,1,0,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
104,46,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,Between 5 and 19,Couple with no dependent children,1,40,50,50,40,20,1,0,NA,NA,Yes,40,2,2,2,2,2,2,2,2,2,2,2,2,2,Senior leadership,2,2,2,2.0,8.0,2.0,4.0,8.0,2.0,8.0,2.0,6.0,6.0,1,0.1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,0,2,2,2,2,1,Yes,2,2,2,2,2,2,2,2,2,40,40
